book_id,title,source_type,item_kind,genre_original,primary_domain,tags,rag_relevance,language_hint,suggested_search_mode,paid_price,ordered_at,embedding_text
bk_38215988da,生命保険入門 新版,book,book_or_ebook,,経済・金融,紙/通常本;経済;金融システム,low,ja,structured_search,621,2025-09-08T08:26:56.947Z,"title: 生命保険入門 新版
genre: 
primary_domain: 経済・金融
tags: 紙/通常本;経済;金融システム"
bk_8e33ef34f2,生命保険数学の基礎 第2版: アクチュアリー数学入門,book,book_or_ebook,,数学・数理,紙/通常本;数学;金融システム,low,ja,structured_search,513,2025-09-08T08:02:41.928Z,"title: 生命保険数学の基礎 第2版: アクチュアリー数学入門
genre: 
primary_domain: 数学・数理
tags: 紙/通常本;数学;金融システム"
bk_3f08aa57dc,空間統計学: 自然科学から人文・社会科学まで (統計ライブラリー),book,book_or_ebook,,統計・データ分析,紙/通常本;統計;データ分析,low,ja,rag_or_structured,3180,2025-07-28T16:15:10.048Z,"title: 空間統計学: 自然科学から人文・社会科学まで (統計ライブラリー)
genre: 
primary_domain: 統計・データ分析
tags: 紙/通常本;統計;データ分析"
bk_5ddd8080ac,社会政策 -- 福祉と労働の経済学 (有斐閣アルマ),book,book_or_ebook,,経済・金融,紙/通常本;経済,low,ja,structured_search,970,2025-04-15T05:55:25.468Z,"title: 社会政策 -- 福祉と労働の経済学 (有斐閣アルマ)
genre: 
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_70a016fa41,マッキンゼー流図解の技術,book,book_or_ebook,,その他,紙/通常本,low,ja,structured_search,657,2025-02-18T06:06:42.399Z,"title: マッキンゼー流図解の技術
genre: 
primary_domain: その他
tags: 紙/通常本"
bk_31cafca0f1,Rによる計量経済分析 (シリーズ〈統計科学のプラクティス〉),book,book_or_ebook,,統計・データ分析,紙/通常本;統計;データ分析,low,ja,rag_or_structured,806,2025-02-01T08:30:04.346Z,"title: Rによる計量経済分析 (シリーズ〈統計科学のプラクティス〉)
genre: 
primary_domain: 統計・データ分析
tags: 紙/通常本;統計;データ分析"
bk_5a656e9369,Do Androids Dream of Electric Sheep? (S.F. Masterworks),book,book_or_ebook,,小説・文学,洋書;紙/通常本;小説,low,en_or_mixed,structured_search,1410,2020-07-21T18:42:22Z,"title: Do Androids Dream of Electric Sheep? (S.F. Masterworks)
genre: 
primary_domain: 小説・文学
tags: 洋書;紙/通常本;小説"
bk_b5342e4b57,長寿・健康の人口学 (人口学ライブラリー),book,book_or_ebook,,経済・金融,紙/通常本;経済,low,ja,structured_search,2870,2025-02-19T07:39:54.035Z,"title: 長寿・健康の人口学 (人口学ライブラリー)
genre: 
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_2d256b43ad,ソフトウェアテスト技法練習帳 ~知識を経験に変える40問~,book,book_or_ebook,,IT・プログラミング,紙/通常本;IT;テスト,low,ja,rag_or_structured,1504,2026-02-18T05:49:52.837Z,"title: ソフトウェアテスト技法練習帳 ~知識を経験に変える40問~
genre: 
primary_domain: IT・プログラミング
tags: 紙/通常本;IT;テスト"
bk_72aab76bca,ソフトウェアアーキテクチャの基礎 ―エンジニアリングに基づく体系的アプローチ,book,book_or_ebook,,IT・プログラミング,紙/通常本;IT,low,ja,rag_or_structured,4180,2026-02-05T03:48:47.814Z,"title: ソフトウェアアーキテクチャの基礎 ―エンジニアリングに基づく体系的アプローチ
genre: 
primary_domain: IT・プログラミング
tags: 紙/通常本;IT"
bk_98990a6ca0,書を捨てよ、町へ出よう (角川文庫),book,book_or_ebook,,小説・文学,紙/通常本;小説,low,ja,structured_search,748,2025-11-12T02:07:15.549Z,"title: 書を捨てよ、町へ出よう (角川文庫)
genre: 
primary_domain: 小説・文学
tags: 紙/通常本;小説"
bk_caf24d648e,実務で使える メール技術の教科書 基本のしくみからプロトコル・サーバー構築・送信ドメイン認証・添付ファイル・暗号化・セキュリティ対策まで,book,book_or_ebook,IT,セキュリティ,紙/通常本;セキュリティ;ネットワーク;クラウド運用,medium,ja,rag_or_structured,2618,2026-02-10T07:24:42.501Z,"title: 実務で使える メール技術の教科書 基本のしくみからプロトコル・サーバー構築・送信ドメイン認証・添付ファイル・暗号化・セキュリティ対策まで
genre: IT
primary_domain: セキュリティ
tags: 紙/通常本;セキュリティ;ネットワーク;クラウド運用"
bk_d459dd1d93,経営なき破綻平成生保危機の真実,book,book_or_ebook,"ノンフィクション, ビジネス書",その他,紙/通常本,low,ja,structured_search,1360,2025-09-08T02:28:57.969Z,"title: 経営なき破綻平成生保危機の真実
genre: ノンフィクション, ビジネス書
primary_domain: その他
tags: 紙/通常本"
bk_f6c376aceb,ソーシャルゲームのビジネスモデル: フリーミアムの経済分析,book,book_or_ebook,"経済学, 学術書",経済・金融,紙/通常本;経済,low,ja,structured_search,1758,2025-09-24T09:13:57.610Z,"title: ソーシャルゲームのビジネスモデル: フリーミアムの経済分析
genre: 経済学, 学術書
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_d35d3bf08f,SQLパズル 第2版~プログラミングが変わる書き方/考え方,book,book_or_ebook,"IT, プログラミング",データベース・SQL,紙/通常本;DB;SQL;クラウド運用,medium,ja,rag_or_structured,1219,2026-01-28T05:25:44.205Z,"title: SQLパズル 第2版~プログラミングが変わる書き方/考え方
genre: IT, プログラミング
primary_domain: データベース・SQL
tags: 紙/通常本;DB;SQL;クラウド運用"
bk_178399c077,時系列分析と状態空間モデルの基礎: RとStanで学ぶ理論と実装,book,book_or_ebook,"統計学, プログラミング",IT・プログラミング,洋書;紙/通常本;IT;クラウド運用,medium,en_or_mixed,rag_or_structured,1927,2025-07-27T08:12:50.034Z,"title: 時系列分析と状態空間モデルの基礎: RとStanで学ぶ理論と実装
genre: 統計学, プログラミング
primary_domain: IT・プログラミング
tags: 洋書;紙/通常本;IT;クラウド運用"
bk_a1ae70f43e,さあ、才能(じぶん)に目覚めよう 新版 ストレングス・ファインダー2.0,book,book_or_ebook,ビジネス書,ビジネス・プロダクト・組織,紙/通常本;ビジネス;組織,low,ja,structured_search,1980,2020-07-26T17:43:07Z,"title: さあ、才能(じぶん)に目覚めよう 新版 ストレングス・ファインダー2.0
genre: ビジネス書
primary_domain: ビジネス・プロダクト・組織
tags: 紙/通常本;ビジネス;組織"
bk_a1785df2af,現代経済学-ゲーム理論・行動経済学・制度論 (中公新書 2501),book,book_or_ebook,"学術書, 経済学",経済・金融,紙/通常本;経済,low,ja,structured_search,490,2025-01-14T06:20:06.466Z,"title: 現代経済学-ゲーム理論・行動経済学・制度論 (中公新書 2501)
genre: 学術書, 経済学
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_a15b0a5af3,環境経済学 (有斐閣アルマ),book,book_or_ebook,"学術書, 経済学",経済・金融,紙/通常本;経済,low,ja,structured_search,301,2025-01-11T23:40:38.047Z,"title: 環境経済学 (有斐閣アルマ)
genre: 学術書, 経済学
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_dc35c0fc8e,C実践プログラミング 第3版,book,book_or_ebook,"IT, プログラミング",IT・プログラミング,紙/通常本;IT;クラウド運用,medium,ja,rag_or_structured,2355,2025-10-29T06:31:18.079Z,"title: C実践プログラミング 第3版
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: 紙/通常本;IT;クラウド運用"
bk_2bd70e7640,Software Design総集編【2018～2023】,book,book_or_ebook,"IT, 雑誌",その他,紙/通常本,low,ja,structured_search,2640,2026-01-25T15:00:46.729Z,"title: Software Design総集編【2018～2023】
genre: IT, 雑誌
primary_domain: その他
tags: 紙/通常本"
bk_f7bf64cdd7,チャート式シリーズ 大学教養 微分積分 (チャート式・シリーズ),book,book_or_ebook,"数学, 学術書",数学・数理,紙/通常本;数学,low,ja,structured_search,3080,2024-10-02T15:04:32.149Z,"title: チャート式シリーズ 大学教養 微分積分 (チャート式・シリーズ)
genre: 数学, 学術書
primary_domain: 数学・数理
tags: 紙/通常本;数学"
bk_b643b27888,数研講座シリーズ 大学教養 微分積分,book,book_or_ebook,"数学, 学術書",数学・数理,紙/通常本;数学,low,ja,structured_search,2750,2024-10-02T15:04:32.149Z,"title: 数研講座シリーズ 大学教養 微分積分
genre: 数学, 学術書
primary_domain: 数学・数理
tags: 紙/通常本;数学"
bk_44a91bc6c3,マ-ケティングの統計分析 (シリーズ統計科学のプラクティス 3),book,book_or_ebook,統計学,統計・データ分析,紙/通常本;統計;データ分析,low,ja,rag_or_structured,1140,2025-05-28T07:20:51.099Z,"title: マ-ケティングの統計分析 (シリーズ統計科学のプラクティス 3)
genre: 統計学
primary_domain: 統計・データ分析
tags: 紙/通常本;統計;データ分析"
bk_67e45d2a29,C++実践プログラミング,book,book_or_ebook,"IT, プログラミング",IT・プログラミング,紙/通常本;IT;クラウド運用,medium,ja,rag_or_structured,865,2026-01-26T21:09:58.933Z,"title: C++実践プログラミング
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: 紙/通常本;IT;クラウド運用"
bk_bcb157dccc,徹底攻略 JSTQB Foundation教科書＆問題集 シラバス2023対応,book,book_or_ebook,"IT, 資格, プログラミング",IT・プログラミング,紙/通常本;IT;クラウド運用;テスト,medium,ja,rag_or_structured,3850,2026-01-26T21:09:58.933Z,"title: 徹底攻略 JSTQB Foundation教科書＆問題集 シラバス2023対応
genre: IT, 資格, プログラミング
primary_domain: IT・プログラミング
tags: 紙/通常本;IT;クラウド運用;テスト"
bk_af99ba13d1,[改訂第2版] [入門+実践]要求を仕様化する技術・表現する技術 -仕様が書けていますか?,book,book_or_ebook,"IT, ビジネス書",IT・プログラミング,紙/通常本;IT,low,ja,rag_or_structured,2838,2026-02-17T19:18:10.932Z,"title: [改訂第2版] [入門+実践]要求を仕様化する技術・表現する技術 -仕様が書けていますか?
genre: IT, ビジネス書
primary_domain: IT・プログラミング
tags: 紙/通常本;IT"
bk_46aebca631,意思決定理論入門,book,book_or_ebook,"学術書, 経済学",経済・金融,紙/通常本;経済,low,ja,structured_search,3080,2024-01-22T20:52:55Z,"title: 意思決定理論入門
genre: 学術書, 経済学
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_df43d46ba4,すべてはモテるためである (文庫ぎんが堂),book,book_or_ebook,"ノンフィクション, エッセイ",小説・文学,紙/通常本;小説,low,ja,structured_search,734,2026-02-25T08:35:17.879Z,"title: すべてはモテるためである (文庫ぎんが堂)
genre: ノンフィクション, エッセイ
primary_domain: 小説・文学
tags: 紙/通常本;小説"
bk_0d5e09ac00,ゲーム理論〔第3版〕,book,book_or_ebook,"経済学, 学術書",経済・金融,紙/通常本;経済,low,ja,structured_search,4730,2025-01-01T14:14:36.180Z,"title: ゲーム理論〔第3版〕
genre: 経済学, 学術書
primary_domain: 経済・金融
tags: 紙/通常本;経済"
bk_3fd1a648b9,【改訂第3版】WordPress 仕事の現場でサッと使える！ デザイン教科書 ［WordPress 6.x対応版］ (Webデザイナー養成講座),book,book_or_ebook,IT,IT・プログラミング,紙/通常本;IT;Web開発,low,ja,rag_or_structured,3300,2025-11-06T06:02:48.380Z,"title: 【改訂第3版】WordPress 仕事の現場でサッと使える！ デザイン教科書 ［WordPress 6.x対応版］ (Webデザイナー養成講座)
genre: IT
primary_domain: IT・プログラミング
tags: 紙/通常本;IT;Web開発"
bk_1a78079d9c,JavaScriptゲームプログラミング　知っておきたい数学と物理の基本 (Future Coders（NextPublishing）),Kindle Unlimited,book_or_ebook,"IT, 数学, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-31T08:39:00Z,"title: JavaScriptゲームプログラミング　知っておきたい数学と物理の基本 (Future Coders（NextPublishing）)
genre: IT, 数学, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_f4168d517b,スラスラ読める JavaScriptふりがなプログラミング,Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-16T13:45:00Z,"title: スラスラ読める JavaScriptふりがなプログラミング
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_d5cb3a178d,よくわかるJavaScript,Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-16T09:35:00Z,"title: よくわかるJavaScript
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_664d619e36,仕事の説明書〜あなたは今どんなゲームをしているのか〜 (土日出版),Kindle Unlimited,book_or_ebook,ビジネス書,ビジネス・プロダクト・組織,Kindle Unlimited;ビジネス;組織,low,ja,structured_search,0,2020-05-13T13:32:00Z,"title: 仕事の説明書〜あなたは今どんなゲームをしているのか〜 (土日出版)
genre: ビジネス書
primary_domain: ビジネス・プロダクト・組織
tags: Kindle Unlimited;ビジネス;組織"
bk_9bba61e6d8,はじめてのノーリスク起業法 実用情報2022,Kindle Unlimited,book_or_ebook,ビジネス書,ビジネス・プロダクト・組織,Kindle Unlimited;ビジネス;組織,low,ja,structured_search,0,2020-05-13T13:03:00Z,"title: はじめてのノーリスク起業法 実用情報2022
genre: ビジネス書
primary_domain: ビジネス・プロダクト・組織
tags: Kindle Unlimited;ビジネス;組織"
bk_49b4349b41,100語で伝わる 魔法の英単語ランキング,Kindle Unlimited,book_or_ebook,英語,英語・語学,Kindle Unlimited;英語,low,ja,structured_search,0,2020-05-13T13:01:00Z,"title: 100語で伝わる 魔法の英単語ランキング
genre: 英語
primary_domain: 英語・語学
tags: Kindle Unlimited;英語"
bk_e63f3f82be,"これ1冊でゼロから学べる Webプログラミング超入門　ーHTML,CSS,JavaScript,PHPをまるごとマスター",Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-13T12:55:00Z,"title: これ1冊でゼロから学べる Webプログラミング超入門　ーHTML,CSS,JavaScript,PHPをまるごとマスター
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_c54ad9c0c7,「ルフィ」の子供たち (扶桑社ＢＯＯＫＳ新書),Kindle Unlimited,book_or_ebook,"ノンフィクション, ルポ",社会・ノンフィクション,Kindle Unlimited;社会/ノンフィクション,low,ja,structured_search,0,2025-12-18T12:49:00Z,"title: 「ルフィ」の子供たち (扶桑社ＢＯＯＫＳ新書)
genre: ノンフィクション, ルポ
primary_domain: 社会・ノンフィクション
tags: Kindle Unlimited;社会/ノンフィクション"
bk_95f7831e8a,ごはんがすすむ おかず食堂 (池田書店),Kindle Unlimited,book_or_ebook,"雑誌, 食べ物",食・料理,Kindle Unlimited;料理,low,ja,structured_search,0,2025-11-17T14:24:00Z,"title: ごはんがすすむ おかず食堂 (池田書店)
genre: 雑誌, 食べ物
primary_domain: 食・料理
tags: Kindle Unlimited;料理"
bk_aee4f86bf7,転職エージェントが教えない LinkedInの真実,Kindle Unlimited,book_or_ebook,ビジネス書,ビジネス・プロダクト・組織,洋書;Kindle Unlimited;ビジネス;組織;就活/キャリア,low,en_or_mixed,structured_search,0,2025-11-17T02:05:00Z,"title: 転職エージェントが教えない LinkedInの真実
genre: ビジネス書
primary_domain: ビジネス・プロダクト・組織
tags: 洋書;Kindle Unlimited;ビジネス;組織;就活/キャリア"
bk_d8e46a852c,MEDIA MAKERS―社会が動く「影響力」の正体 宣伝会議,Kindle Unlimited,book_or_ebook,ビジネス書,その他,洋書;Kindle Unlimited,low,en_or_mixed,structured_search,0,2025-11-16T02:21:00Z,"title: MEDIA MAKERS―社会が動く「影響力」の正体 宣伝会議
genre: ビジネス書
primary_domain: その他
tags: 洋書;Kindle Unlimited"
bk_4690fd0bbf,PLURALITY　対立を創造に変える、協働テクノロジーと民主主義の未来（サイボウズ式ブックス）,Kindle Unlimited,book_or_ebook,"社会問題, 洋書",社会・ノンフィクション,洋書;Kindle Unlimited;社会/ノンフィクション,low,en_or_mixed,structured_search,0,2025-10-21T13:55:00Z,"title: PLURALITY　対立を創造に変える、協働テクノロジーと民主主義の未来（サイボウズ式ブックス）
genre: 社会問題, 洋書
primary_domain: 社会・ノンフィクション
tags: 洋書;Kindle Unlimited;社会/ノンフィクション"
bk_80a12b042d,うちで作るからあげがウマい！ (池田書店),Kindle Unlimited,book_or_ebook,"雑誌, 食べ物",食・料理,Kindle Unlimited;料理,low,ja,structured_search,0,2025-10-20T01:09:00Z,"title: うちで作るからあげがウマい！ (池田書店)
genre: 雑誌, 食べ物
primary_domain: 食・料理
tags: Kindle Unlimited;料理"
bk_8d711e86a2,晋遊舎ムック 便利帖シリーズ086　自宅で作る餃子の便利帖,Kindle Unlimited,book_or_ebook,"食べ物, 雑誌",食・料理,Kindle Unlimited;料理,low,ja,structured_search,0,2025-10-20T01:09:00Z,"title: 晋遊舎ムック 便利帖シリーズ086　自宅で作る餃子の便利帖
genre: 食べ物, 雑誌
primary_domain: 食・料理
tags: Kindle Unlimited;料理"
bk_12ff5f1d27,餃子の教科書 エイムック,Kindle Unlimited,book_or_ebook,"食べ物, 雑誌",食・料理,Kindle Unlimited;料理,low,ja,structured_search,0,2025-10-20T01:09:00Z,"title: 餃子の教科書 エイムック
genre: 食べ物, 雑誌
primary_domain: 食・料理
tags: Kindle Unlimited;料理"
bk_e31f3b67ff,新装版 チーム・バチスタの栄光【電子特典付き】 (宝島社文庫),Kindle Unlimited,book_or_ebook,小説,ビジネス・プロダクト・組織,Kindle Unlimited;ビジネス;組織,low,ja,structured_search,0,2025-10-05T21:53:00Z,"title: 新装版 チーム・バチスタの栄光【電子特典付き】 (宝島社文庫)
genre: 小説
primary_domain: ビジネス・プロダクト・組織
tags: Kindle Unlimited;ビジネス;組織"
bk_001430cf60,伊藤真の法学入門---講義再現版（第2版） 伊藤真の法律入門シリーズ,Kindle Unlimited,book_or_ebook,法律,法律・会計・資格,Kindle Unlimited;法律/会計/資格,low,ja,structured_search,0,2025-10-02T10:43:00Z,"title: 伊藤真の法学入門---講義再現版（第2版） 伊藤真の法律入門シリーズ
genre: 法律
primary_domain: 法律・会計・資格
tags: Kindle Unlimited;法律/会計/資格"
bk_928e2f69c3,菊と刀 (光文社古典新訳文庫),Kindle Unlimited,book_or_ebook,小説,小説・文学,Kindle Unlimited;小説,low,ja,structured_search,0,2025-10-02T00:55:00Z,"title: 菊と刀 (光文社古典新訳文庫)
genre: 小説
primary_domain: 小説・文学
tags: Kindle Unlimited;小説"
bk_42aa16c189,財政学から見た日本経済 (光文社新書),Kindle Unlimited,book_or_ebook,"学術書, 経済学",経済・金融,Kindle Unlimited;経済,low,ja,structured_search,0,2025-10-02T00:54:00Z,"title: 財政学から見た日本経済 (光文社新書)
genre: 学術書, 経済学
primary_domain: 経済・金融
tags: Kindle Unlimited;経済"
bk_b042b61e47,ネットは社会を分断しない (角川新書),Kindle Unlimited,book_or_ebook,"学術書, ノンフィクション",その他,Kindle Unlimited,low,ja,structured_search,0,2025-09-23T13:32:00Z,"title: ネットは社会を分断しない (角川新書)
genre: 学術書, ノンフィクション
primary_domain: その他
tags: Kindle Unlimited"
bk_37f229455e,健康を食い物にするメディアたち ネット時代の医療情報との付き合い方 (BuzzFeed Japan Book),Kindle Unlimited,book_or_ebook,"ノンフィクション, 社会問題",社会・ノンフィクション,洋書;Kindle Unlimited;社会/ノンフィクション,low,en_or_mixed,structured_search,0,2025-09-23T13:32:00Z,"title: 健康を食い物にするメディアたち ネット時代の医療情報との付き合い方 (BuzzFeed Japan Book)
genre: ノンフィクション, 社会問題
primary_domain: 社会・ノンフィクション
tags: 洋書;Kindle Unlimited;社会/ノンフィクション"
bk_99d58dbd71,億までの人　億からの人　ゴールドマン・サックス勤続１７年の投資家が明かす「兆人」のマインド,Kindle Unlimited,book_or_ebook,ビジネス書,経済・金融,Kindle Unlimited;経済;金融システム,low,ja,structured_search,0,2025-09-09T01:55:00Z,"title: 億までの人　億からの人　ゴールドマン・サックス勤続１７年の投資家が明かす「兆人」のマインド
genre: ビジネス書
primary_domain: 経済・金融
tags: Kindle Unlimited;経済;金融システム"
bk_53260f1576,Harry Potter and the Chamber of Secrets (English Edition),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2020-12-04T16:30:00Z,"title: Harry Potter and the Chamber of Secrets (English Edition)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_3479da702e,ハリー・ポッターと賢者の石: Harry Potter and the Philosopher's Stone ハリー・ポッタ (Harry Potter),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2020-12-04T16:20:00Z,"title: ハリー・ポッターと賢者の石: Harry Potter and the Philosopher's Stone ハリー・ポッタ (Harry Potter)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_19eead4790,JavaScriptの理解を深めた人がさらにもう一歩先に進むための本,Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-13T11:44:00Z,"title: JavaScriptの理解を深めた人がさらにもう一歩先に進むための本
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_7d0d1b8336,真剣に学ぶJavaScriptの基礎,Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-05-13T11:43:00Z,"title: 真剣に学ぶJavaScriptの基礎
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_b2b8ebd16a,コンサル一年目が学ぶこと 新人・就活生からベテラン社員まで一生役立つ究極のベーシックスキル30選,Kindle Unlimited,book_or_ebook,ビジネス書,ビジネス・プロダクト・組織,Kindle Unlimited;ビジネス;組織,low,ja,structured_search,0,2023-10-21T11:02:00Z,"title: コンサル一年目が学ぶこと 新人・就活生からベテラン社員まで一生役立つ究極のベーシックスキル30選
genre: ビジネス書
primary_domain: ビジネス・プロダクト・組織
tags: Kindle Unlimited;ビジネス;組織"
bk_6c8d7289a7,1984 (English Edition),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説,low,en_or_mixed,structured_search,0,2021-02-08T13:57:00Z,"title: 1984 (English Edition)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説"
bk_34c99c09d7,こころ,Kindle Unlimited,book_or_ebook,小説,小説・文学,Kindle Unlimited;小説,low,ja,structured_search,0,2021-01-21T10:26:00Z,"title: こころ
genre: 小説
primary_domain: 小説・文学
tags: Kindle Unlimited;小説"
bk_bcb4ae1f69,デイビッド・セインの世界一便利な単語帳 知ってそうで知らない実用単語 impress QuickBooks,Kindle Unlimited,book_or_ebook,英語,英語・語学,洋書;Kindle Unlimited;英語,low,en_or_mixed,structured_search,0,2021-01-08T11:49:00Z,"title: デイビッド・セインの世界一便利な単語帳 知ってそうで知らない実用単語 impress QuickBooks
genre: 英語
primary_domain: 英語・語学
tags: 洋書;Kindle Unlimited;英語"
bk_62a063097b,Harry Potter and the Half-Blood Prince (English Edition),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2021-01-06T16:59:00Z,"title: Harry Potter and the Half-Blood Prince (English Edition)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_6097bafdf0,Harry Potter and the Order of the Phoenix,Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2021-01-06T16:59:00Z,"title: Harry Potter and the Order of the Phoenix
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_9d0a6f2111,Harry Potter and the Goblet of Fire,Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2020-12-22T15:07:00Z,"title: Harry Potter and the Goblet of Fire
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_1ee4879e2d,Harry Potter and the Prisoner of Azkaban,Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2020-12-11T15:39:00Z,"title: Harry Potter and the Prisoner of Azkaban
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_71e01e9903,Meditations (English Edition),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説,low,en_or_mixed,structured_search,0,2020-10-03T06:58:00Z,"title: Meditations (English Edition)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説"
bk_4ff08b9072,これから学ぶJavaScript,Kindle Unlimited,book_or_ebook,"IT, プログラミング",IT・プログラミング,Kindle Unlimited;IT;クラウド運用;Web開発,medium,ja,rag_or_structured,0,2020-12-13T07:50:00Z,"title: これから学ぶJavaScript
genre: IT, プログラミング
primary_domain: IT・プログラミング
tags: Kindle Unlimited;IT;クラウド運用;Web開発"
bk_07986f7b17,The Walking Dead Vol. 1: Days Gone Bye (English Edition),Kindle Unlimited,book_or_ebook,"洋書, 小説",小説・文学,洋書;Kindle Unlimited;小説,low,en_or_mixed,structured_search,0,2020-10-06T11:58:00Z,"title: The Walking Dead Vol. 1: Days Gone Bye (English Edition)
genre: 洋書, 小説
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説"
bk_26ffbe7c5e,Travels with My Aunt (English Edition),Kindle Unlimited,book_or_ebook,"小説, 洋書",小説・文学,洋書;Kindle Unlimited;小説,low,en_or_mixed,structured_search,0,2020-10-06T11:33:00Z,"title: Travels with My Aunt (English Edition)
genre: 小説, 洋書
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説"
bk_b83f6e3257,ファンタスティック・ビーストと魔法使いの旅　〈映画オリジナル脚本版〉 ファンタスティック・ビースト (Fantastic Beasts),Kindle Unlimited,book_or_ebook,"洋書, 小説",小説・文学,洋書;Kindle Unlimited;小説;ハリー・ポッター,low,en_or_mixed,structured_search,0,2020-10-06T11:31:00Z,"title: ファンタスティック・ビーストと魔法使いの旅　〈映画オリジナル脚本版〉 ファンタスティック・ビースト (Fantastic Beasts)
genre: 洋書, 小説
primary_domain: 小説・文学
tags: 洋書;Kindle Unlimited;小説;ハリー・ポッター"
bk_4d633dc017,考具 考具シリーズ,Kindle,book_or_ebook,,その他,Kindle,low,ja,structured_search,108,2022-07-15T02:37:00Z,"title: 考具 考具シリーズ
genre: 
primary_domain: その他
tags: Kindle"
bk_50703b90ec,Colorless Tsukuru Tazaki and His Years of Pilgrimage: A novel (Vintage International) (English Edition),Kindle,book_or_ebook,,小説・文学,洋書;Kindle;小説;村上春樹,low,en_or_mixed,structured_search,100,2021-02-23T05:13:00Z,"title: Colorless Tsukuru Tazaki and His Years of Pilgrimage: A novel (Vintage International) (English Edition)
genre: 
primary_domain: 小説・文学
tags: 洋書;Kindle;小説;村上春樹"
